Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Sm_1	S. maltophilia	4	4850000	19400000	21253	21253	0	0	0	17030	17030	0	4950	4950	0	59	59	0	10544	10488	21026	7046
Sm_1	S. maltophilia	4	4850000	19400000	28390	28272	118	0	118	22384	22276	108	6962	6943	19	73	73	0	14736.166666666666	16704.5	21313	9010
Sm_1	S. maltophilia	4	4850000	19400000	19524	19521	3	0	3	15487	15484	3	4713	4713	0	50	50	0	9738.666666666666	9778	19298	6485
Sm_1	S. maltophilia	4	4850000	19400000	14489	14489	0	0	0	11840	11840	0	3157	3157	0	30	30	0	7007	6513	14380	5051
Sm_1	S. maltophilia	4	4850000	19400000	4569	4569	0	0	0	3497	3497	0	1211	1211	0	9	9	0	2293.6666666666665	2311	4510	1406
Sm_1	S. maltophilia	4	4850000	19400000	17162	17115	47	0	47	14065	14023	42	3711	3700	11	40	40	0	9590.5	10056.5	13913	5819
Sm_1	S. maltophilia	4	4850000	19400000	29553	29404	149	0	149	23661	23527	134	6943	6915	28	46	46	0	15489.666666666666	16949.5	20746	9726
Sm_1	S. maltophilia	4	4850000	19400000	36341	36099	242	0	242	28961	28738	223	8628	8592	36	95	94	1	18518.333333333332	18906.5	26251	11528
Sm_1	S. maltophilia	4	4850000	19400000	29252	29115	137	0	137	23262	23134	128	6997	6979	18	65	65	0	15439.833333333334	17628	22118	9491
Sm_1	S. maltophilia	4	4850000	19400000	16796	16793	3	0	3	13429	13426	3	3935	3934	1	32	32	0	7782.333333333333	7434.5	16226	5476
