Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Sa_2	S. aureus	13	2800000	36400000	12039	12035	4	0	4	8320	8318	2	3712	3709	3	58	57	1	3197.358974358974	222	11057	10
Sa_2	S. aureus	13	2800000	36400000	46843	46632	211	0	211	34986	34804	182	11843	11791	52	115	114	1	10105.692307692309	5729	40252	29
Sa_2	S. aureus	13	2800000	36400000	12069	12063	6	0	6	8335	8332	3	3736	3733	3	49	49	0	5159.910256410257	512.5	11018	10
Sa_2	S. aureus	13	2800000	36400000	11881	11876	5	0	5	8244	8239	5	3637	3636	1	53	53	0	5183.448717948718	406.5	11069	9
Sa_2	S. aureus	13	2800000	36400000	12142	12137	5	0	5	8291	8287	4	3839	3837	2	63	62	1	4354.025641025641	247.5	11060	10
Sa_2	S. aureus	13	2800000	36400000	46054	45844	210	0	210	34448	34261	187	11588	11540	48	118	116	2	9973.551282051281	5710.5	39581	28
Sa_2	S. aureus	13	2800000	36400000	46444	46234	210	0	210	34795	34614	181	11631	11581	50	118	116	2	9062.28205128205	231	40006	29
Sa_2	S. aureus	13	2800000	36400000	11993	11990	3	0	3	8269	8267	2	3720	3719	1	55	55	0	5745.679487179487	10929.5	11063	11
Sa_2	S. aureus	13	2800000	36400000	11931	11929	2	0	2	8298	8297	1	3633	3632	1	51	51	0	3187.4102564102564	219	11019	11
Sa_2	S. aureus	13	2800000	36400000	11659	11656	3	0	3	8167	8166	1	3498	3496	2	44	44	0	3213.551282051282	186	11031	10
