Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Cd_4	C. difficile	2	4300000	8600000	1892	1892	0	0	0	1217	1217	0	702	702	0	9	9	0	1892	1892	1892	215
Cd_4	C. difficile	2	4300000	8600000	2145	2145	0	0	0	1359	1359	0	806	806	0	9	9	0	2145	2145	2145	273
Cd_4	C. difficile	2	4300000	8600000	2507	2507	0	0	0	1529	1529	0	1002	1002	0	15	15	0	2507	2507	2507	248
Cd_4	C. difficile	2	4300000	8600000	3950	3950	0	0	0	2534	2534	0	1456	1456	0	13	13	0	3950	3950	3950	372
Cd_4	C. difficile	2	4300000	8600000	7361	7361	0	0	0	4872	4872	0	2547	2547	0	31	31	0	7361	7361	7361	745
Cd_4	C. difficile	2	4300000	8600000	2935	2935	0	0	0	1926	1926	0	1040	1040	0	23	23	0	2935	2935	2935	311
Cd_4	C. difficile	2	4300000	8600000	3336	3336	0	0	0	2005	2005	0	1361	1361	0	21	21	0	3336	3336	3336	329
Cd_4	C. difficile	2	4300000	8600000	1815	1815	0	0	0	1236	1236	0	601	601	0	8	8	0	1815	1815	1815	199
Cd_4	C. difficile	2	4300000	8600000	3664	3664	0	0	0	2318	2318	0	1397	1397	0	25	25	0	3664	3664	3664	364
Cd_4	C. difficile	2	4300000	8600000	66887	66887	0	0	0	48815	48815	0	18824	18824	0	158	158	0	66887	66887	66887	6198
