Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Cd_4	C. difficile	124	4300000	533200000	115125	113047	2057	21	2078	77327	75661	1666	38517	37755	762	482	471	11	7854.5182271177555	2505	72174	7684
Cd_4	C. difficile	124	4300000	533200000	109055	107306	1736	13	1749	73852	72443	1409	36015	35370	645	423	415	8	6390.656700760556	2247	72620	7384
Cd_4	C. difficile	124	4300000	533200000	108250	106572	1664	14	1678	73407	72061	1346	35645	35041	604	421	412	9	7607.797272488854	2644	72037	7550
Cd_4	C. difficile	124	4300000	533200000	107431	105783	1636	12	1648	72883	71556	1327	35379	34778	601	406	397	9	6633.599659061107	2267	72542	7336
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
