Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Sm_1	S. maltophilia	7	4850000	33950000	21406	21404	2	0	2	17100	17098	2	5034	5033	1	61	61	0	6108.285714285715	237	21026	7073
Sm_1	S. maltophilia	7	4850000	33950000	37444	37177	267	0	267	29362	29120	242	9375	9336	39	95	95	0	12622.619047619048	16417	23202	11710
Sm_1	S. maltophilia	7	4850000	33950000	35049	34840	209	0	209	27711	27517	194	8506	8472	34	90	90	0	11389.714285714286	13160	21047	10928
Sm_1	S. maltophilia	7	4850000	33950000	31457	31290	167	0	167	25121	24964	157	7376	7354	22	64	64	0	10078.57142857143	12802	22438	10165
Sm_1	S. maltophilia	7	4850000	33950000	19967	19934	33	0	33	15616	15585	31	5029	5025	4	37	37	0	6066.238095238095	4500	17819	6281
Sm_1	S. maltophilia	7	4850000	33950000	19757	19692	65	0	65	16026	15967	59	4429	4415	14	43	43	0	7108.380952380952	9622	14517	6535
Sm_1	S. maltophilia	7	4850000	33950000	49079	48598	479	2	481	38382	37939	443	12350	12279	71	98	98	0	16892.571428571428	19064	26677	15227
Sm_1	S. maltophilia	7	4850000	33950000	54131	53534	593	4	597	42092	41555	537	13830	13721	109	133	132	1	18290	17707	26682	16327
Sm_1	S. maltophilia	7	4850000	33950000	36236	35982	254	0	254	28777	28536	241	8690	8657	33	81	81	0	12358.47619047619	15820	22118	11642
Sm_1	S. maltophilia	7	4850000	33950000	32162	31962	200	0	200	25669	25482	187	7572	7543	29	60	60	0	10884.619047619048	14294	18604	10113
