Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Cd_3	C. difficile	27	4300000	116100000	103493	102135	1342	16	1358	73770	72652	1118	31223	30761	462	259	251	8	16145.524216524216	13729	77244	10353
Cd_3	C. difficile	27	4300000	116100000	105405	104043	1346	16	1362	75013	73881	1132	31900	31464	436	281	273	8	16175.552706552706	16113	80001	10497
Cd_3	C. difficile	27	4300000	116100000	68259	67460	791	8	799	46929	46268	661	22266	22003	263	211	206	5	13820.569800569801	13625	39487	7330
Cd_3	C. difficile	27	4300000	116100000	121930	119538	2360	32	2392	85007	83040	1967	38454	37659	795	404	392	12	18504.63817663818	16933	79677	10893
Cd_3	C. difficile	27	4300000	116100000	43786	43432	351	3	354	29289	29004	285	15076	14959	117	149	146	3	11590.649572649572	9846	19262	4994
Cd_3	C. difficile	27	4300000	116100000	107296	105829	1449	18	1467	76034	74826	1208	32765	32274	491	290	282	8	20874.11111111111	16256	79748	10472
Cd_3	C. difficile	27	4300000	116100000	107710	106220	1476	14	1490	76416	75184	1232	32793	32294	499	295	288	7	20121.985754985755	10161	80084	10656
Cd_3	C. difficile	27	4300000	116100000	104067	102752	1297	18	1315	73998	72902	1096	31538	31103	435	271	264	7	20858.940170940172	16890	80001	10289
Cd_3	C. difficile	27	4300000	116100000	67881	67100	775	6	781	46638	46000	638	22163	21898	265	212	207	5	11751.888888888889	8069	39408	7204
Cd_3	C. difficile	27	4300000	116100000	106554	105140	1395	19	1414	75717	74551	1166	32361	31879	482	277	269	8	20691.498575498576	16581	79854	10585
