Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Sm_1	S. maltophilia	74	4850000	358900000	101265	99180	2048	37	2085	75639	73751	1888	28794	28402	392	258	254	4	10715.128100703443	13687	28226	27678
Sm_1	S. maltophilia	74	4850000	358900000	98528	96595	1901	32	1933	73398	71655	1743	28179	27818	361	254	253	1	10493.703813402444	13447	25552	26907
Sm_1	S. maltophilia	74	4850000	358900000	106568	104255	2273	40	2313	79429	77349	2080	30485	30050	435	263	260	3	11008.272491669752	13852	27598	28889
Sm_1	S. maltophilia	74	4850000	358900000	101692	99668	1991	33	2024	75891	74067	1824	28984	28615	369	251	246	5	10085.277674935209	14007	28226	27753
Sm_1	S. maltophilia	74	4850000	358900000	102232	100163	2040	29	2069	76161	74314	1847	29243	28833	410	246	243	3	12207.153646797482	14352	27626	27798
Sm_1	S. maltophilia	74	4850000	358900000	103941	101771	2135	35	2170	77293	75352	1941	29890	29467	423	263	259	4	11558.165494261384	14225	28842	28244
Sm_1	S. maltophilia	74	4850000	358900000	100284	98272	1980	32	2012	74523	72711	1812	28936	28559	377	257	253	4	10934.890040725657	14194	27598	27385
Sm_1	S. maltophilia	74	4850000	358900000	120331	117441	2838	52	2890	88875	86284	2591	35158	34596	562	297	291	6	12441.38059977786	14719	28842	31894
Sm_1	S. maltophilia	74	4850000	358900000	99217	97168	2014	35	2049	74389	72527	1862	27962	27588	374	246	242	4	9961.10181414291	13623	28079	27294
Sm_1	S. maltophilia	74	4850000	358900000	108203	105897	2267	39	2306	80333	78263	2070	31226	30783	443	271	267	4	12464.28841169937	14878	28079	29281
