Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Sa_2	S. aureus	3	2800000	8400000	11123	11123	0	0	0	8008	8008	0	3127	3127	0	36	36	0	7414.333333333333	10995	11025	9
Sa_2	S. aureus	3	2800000	8400000	455	455	0	0	0	179	179	0	274	274	0	4	4	0	288	365	378	0
Sa_2	S. aureus	3	2800000	8400000	11053	11052	1	0	1	7979	7978	1	3086	3086	0	35	35	0	7363	10959	10976	9
Sa_2	S. aureus	3	2800000	8400000	185	185	0	0	0	59	59	0	125	125	0	2	2	0	123.33333333333333	154	160	0
Sa_2	S. aureus	3	2800000	8400000	229	229	0	0	0	66	66	0	157	157	0	6	6	0	152.66666666666666	152	159	0
Sa_2	S. aureus	3	2800000	8400000	11099	11099	0	0	0	7947	7947	0	3161	3161	0	38	38	0	7394	11006	11054	9
Sa_2	S. aureus	3	2800000	8400000	11227	11226	1	0	1	8048	8047	1	3194	3194	0	34	34	0	7451.333333333333	10959	10977	10
Sa_2	S. aureus	3	2800000	8400000	11107	11107	0	0	0	7989	7989	0	3126	3126	0	39	39	0	7399	10986	11031	9
Sa_2	S. aureus	3	2800000	8400000	310	310	0	0	0	125	125	0	178	178	0	10	10	0	206.66666666666666	217	230	0
Sa_2	S. aureus	3	2800000	8400000	310	310	0	0	0	102	102	0	204	204	0	5	5	0	206.66666666666666	241	271	0
