Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Efm_1	E. faecium	11	2900000	31900000	7090	7042	48	0	48	5299	5260	39	1783	1771	12	32	32	0	2989.327272727273	3894	4543	2
Efm_1	E. faecium	11	2900000	31900000	7602	7551	51	0	51	5883	5839	44	1714	1705	9	30	30	0	2996.690909090909	4116	5322	2
Efm_1	E. faecium	11	2900000	31900000	7216	7181	35	0	35	5348	5319	29	1857	1849	8	34	34	0	2631.5272727272727	3877	5310	2
Efm_1	E. faecium	11	2900000	31900000	8376	8322	54	0	54	6350	6305	45	2022	2011	11	29	29	0	3328.163636363636	4063	5157	2
Efm_1	E. faecium	11	2900000	31900000	8625	8557	68	0	68	6530	6472	58	2086	2071	15	35	35	0	3237.909090909091	3957	5349	3
Efm_1	E. faecium	11	2900000	31900000	7260	7216	44	0	44	5411	5374	37	1838	1829	9	34	34	0	2938.672727272727	3739	4553	3
Efm_1	E. faecium	11	2900000	31900000	6832	6797	35	0	35	5127	5099	28	1698	1691	7	30	30	0	3070.2909090909093	3860	4822	3
Efm_1	E. faecium	11	2900000	31900000	8342	8297	45	0	45	6323	6284	39	2007	2000	7	36	36	0	3377.4363636363637	4289	5348	3
Efm_1	E. faecium	11	2900000	31900000	10316	10240	76	0	76	7708	7644	64	2597	2574	23	42	42	0	3413.327272727273	3816	8087	5
Efm_1	E. faecium	11	2900000	31900000	6748	6720	28	0	28	5030	5007	23	1704	1699	5	35	35	0	3001.7818181818184	4047	4551	3
