Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Efs_1	E. faecalis	118	2900000	342200000	34823	34626	197	0	197	27013	26844	169	7258	7213	45	102	101	1	5210.292046936115	71	20570	20
Efs_1	E. faecalis	118	2900000	342200000	34926	34731	195	0	195	27038	26872	166	7322	7277	45	111	110	1	6011.346516007533	75	20891	20
Efs_1	E. faecalis	118	2900000	342200000	34772	34577	195	0	195	26981	26812	169	7232	7187	45	107	106	1	5096.6205997392435	68	20573	20
Efs_1	E. faecalis	118	2900000	342200000	34885	34686	199	0	199	27016	26846	170	7308	7261	47	110	109	1	6074.723598435463	71	20891	19
Efs_1	E. faecalis	118	2900000	342200000	34913	34714	199	0	199	27026	26855	171	7322	7276	46	114	113	1	6314.915978560046	76	20891	20
Efs_1	E. faecalis	118	2900000	342200000	34937	34739	198	0	198	27044	26875	169	7327	7281	46	111	110	1	5474.704041720991	70	20886	20
Efs_1	E. faecalis	118	2900000	342200000	34693	34497	196	0	196	26947	26779	168	7189	7143	46	103	103	0	5700.418803418804	73	20861	19
Efs_1	E. faecalis	118	2900000	342200000	34959	34764	195	0	195	27045	26878	167	7343	7299	44	116	115	1	6444.08547008547	75	20891	20
Efs_1	E. faecalis	118	2900000	342200000	34781	34583	198	0	198	26994	26824	170	7228	7181	47	107	106	1	5871.510502679994	74	20891	19
Efs_1	E. faecalis	118	2900000	342200000	34968	34770	198	0	198	27052	26883	169	7351	7305	46	110	109	1	6414.323917137476	75	20891	20
