Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Cd_4	C. difficile	62	4300000	266600000	105804	104172	1620	12	1632	72364	71053	1311	34257	33657	600	379	370	9	8117.211528291909	2672	71959	7367
Cd_4	C. difficile	62	4300000	266600000	100278	98913	1355	10	1365	69501	68390	1111	31646	31174	472	346	340	6	7680.353781068218	2247	72542	7235
Cd_4	C. difficile	62	4300000	266600000	102148	100693	1446	9	1455	70432	69249	1183	32554	32054	500	363	355	8	7291.2326811211	2572	72037	7404
Cd_4	C. difficile	62	4300000	266600000	85369	84736	630	3	633	58992	58467	525	27167	26937	230	294	291	3	4337.223162347964	2367	67111	6909
Cd_4	C. difficile	62	4300000	266600000	88511	87716	789	6	795	61080	60422	658	28209	27927	282	302	297	5	4436.615547329456	2246	67784	7095
Cd_4	C. difficile	62	4300000	266600000	101382	99951	1419	12	1431	70020	68860	1160	32142	31644	498	350	343	7	7307.099418297197	2627	71518	7241
Cd_4	C. difficile	62	4300000	266600000	86906	86199	702	5	707	59963	59387	576	27696	27433	263	317	311	6	6613.129032258064	2679	67551	7044
Cd_4	C. difficile	62	4300000	266600000	43007	42680	325	2	327	26814	26557	257	16408	16281	127	252	248	4	3066.8762559492334	2393	21064	3956
Cd_4	C. difficile	62	4300000	266600000	86510	85839	667	4	671	59666	59126	540	27631	27378	253	305	300	5	4538.060814383924	2535	67020	6972
Cd_4	C. difficile	62	4300000	266600000	102826	101334	1481	11	1492	70662	69453	1209	33009	32473	536	347	343	4	7216.755156002116	2371	71819	7314
