Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Efm_1	E. faecium	76	2900000	220400000	9825	9754	71	0	71	6982	6923	59	2804	2787	17	66	66	0	2966.0319298245613	3724.5	5364	4
Efm_1	E. faecium	76	2900000	220400000	13196	13084	112	0	112	9437	9346	91	3710	3672	38	81	81	0	3039.7842105263157	3840.5	8107	6
Efm_1	E. faecium	76	2900000	220400000	13173	13061	112	0	112	9468	9375	93	3652	3615	37	84	84	0	3103.201052631579	3883	8105	6
Efm_1	E. faecium	76	2900000	220400000	13446	13334	112	0	112	9566	9474	92	3835	3799	36	77	77	0	3085.641052631579	3875.5	8107	8
Efm_1	E. faecium	76	2900000	220400000	9832	9759	73	0	73	6985	6924	61	2812	2795	17	63	63	0	2912.9487719298245	3739	5363	4
Efm_1	E. faecium	76	2900000	220400000	9791	9717	74	0	74	6946	6885	61	2804	2785	19	69	69	0	2939.4964912280702	3721	5362	4
Efm_1	E. faecium	76	2900000	220400000	9779	9705	74	0	74	6940	6878	62	2798	2780	18	69	69	0	3062.0024561403507	3884	5364	3
Efm_1	E. faecium	76	2900000	220400000	13313	13203	110	0	110	9508	9418	90	3754	3718	36	82	82	0	3069.0894736842106	3914.5	8105	7
Efm_1	E. faecium	76	2900000	220400000	13401	13291	110	0	110	9563	9472	91	3785	3750	35	84	84	0	3071.341052631579	3755	8102	7
Efm_1	E. faecium	76	2900000	220400000	10021	9947	74	0	74	7047	6986	61	2930	2912	18	74	74	0	2934.016842105263	3539	5362	5
