Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Sa_1	S. aureus	8	2800000	22400000	15277	15273	4	0	4	10315	10312	3	4579	4577	2	86	86	0	7728.571428571428	13796	14406	27
Sa_1	S. aureus	8	2800000	22400000	14837	14835	2	0	2	10103	10101	2	4385	4385	0	78	78	0	3710.3928571428573	124.5	14517	24
Sa_1	S. aureus	8	2800000	22400000	771	771	0	0	0	258	258	0	479	479	0	15	15	0	265.57142857142856	133	496	2
Sa_1	S. aureus	8	2800000	22400000	15743	15732	11	0	11	10560	10554	6	4794	4788	6	88	88	0	6257.857142857143	973.5	14395	32
Sa_1	S. aureus	8	2800000	22400000	20653	20586	67	0	67	14115	14058	57	5991	5978	13	86	85	1	6258.642857142857	315.5	13578	38
Sa_1	S. aureus	8	2800000	22400000	22066	21995	71	0	71	14934	14881	53	6555	6534	21	101	100	1	8225.785714285714	13022	13660	33
Sa_1	S. aureus	8	2800000	22400000	14606	14605	1	0	1	9922	9921	1	4349	4349	0	81	81	0	3679.25	126.5	14091	23
Sa_1	S. aureus	8	2800000	22400000	15371	15364	7	0	7	10307	10303	4	4662	4657	5	91	91	0	8292.357142857143	14143.5	14449	26
Sa_1	S. aureus	8	2800000	22400000	13971	13968	3	0	3	9251	9250	1	4372	4370	2	66	66	0	3533.535714285714	504.5	13066	26
Sa_1	S. aureus	8	2800000	22400000	20945	20874	71	0	71	14220	14163	57	6169	6153	16	105	104	1	6416.178571428572	112	14328	39
