Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Kp_1	K. pneumoniae	45	5400000	243000000	26722	26720	2	0	2	21272	21270	2	5374	5373	1	79	79	0	1195.7585858585858	46	26020	536
Kp_1	K. pneumoniae	45	5400000	243000000	40300	40142	156	2	158	32364	32217	147	7840	7822	18	97	97	0	4484.817171717172	47	27130	572
Kp_1	K. pneumoniae	45	5400000	243000000	49101	48836	262	3	265	39044	38808	236	9929	9882	47	114	113	1	5373.359595959596	47	26252	533
Kp_1	K. pneumoniae	45	5400000	243000000	40221	40076	143	2	145	32082	31953	129	8039	8013	26	97	96	1	6377.318181818182	51	26292	575
Kp_1	K. pneumoniae	45	5400000	243000000	63849	63386	458	5	463	50716	50300	416	12986	12906	80	122	120	2	5501.182828282828	37	26882	450
Kp_1	K. pneumoniae	45	5400000	243000000	26300	26297	3	0	3	20777	20774	3	5457	5457	0	76	75	1	2239.20101010101	40	25632	487
Kp_1	K. pneumoniae	45	5400000	243000000	49602	49353	248	1	249	39443	39223	220	10016	9972	44	119	119	0	5399.675757575757	55	26152	571
Kp_1	K. pneumoniae	45	5400000	243000000	25810	25800	10	0	10	20453	20443	10	5285	5284	1	66	66	0	1166.8575757575757	36	24936	496
Kp_1	K. pneumoniae	45	5400000	243000000	39959	39826	132	1	133	31891	31775	116	7985	7959	26	85	84	1	3370.458585858586	39	26204	578
Kp_1	K. pneumoniae	45	5400000	243000000	26235	26232	3	0	3	20883	20881	2	5275	5273	2	72	72	0	1169.1303030303031	37	25570	481
