Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Lc_1	L. crispatus	14	2040000	28560000	43011	42556	452	3	455	31905	31502	403	11000	10899	101	208	205	3	10560.131868131868	7245	23148	32
Lc_1	L. crispatus	14	2040000	28560000	30881	30719	161	1	162	23079	22936	143	7739	7695	44	156	155	1	5500.626373626374	3063	22930	25
Lc_1	L. crispatus	14	2040000	28560000	31692	31501	191	0	191	23699	23533	166	7928	7886	42	159	156	3	8489.505494505494	3889	22156	22
Lc_1	L. crispatus	14	2040000	28560000	31776	31597	179	0	179	23743	23584	159	7965	7921	44	165	164	1	5876.857142857143	3127	23148	27
Lc_1	L. crispatus	14	2040000	28560000	43031	42562	465	4	469	32007	31588	419	10931	10824	107	198	196	2	9780.923076923076	6367	23148	29
Lc_1	L. crispatus	14	2040000	28560000	42239	41811	425	3	428	31419	31034	385	10729	10638	91	197	195	2	10415.10989010989	7366	23148	31
Lc_1	L. crispatus	14	2040000	28560000	30605	30407	198	0	198	22727	22555	172	7803	7754	49	163	161	2	5651.945054945055	3179	21837	23
Lc_1	L. crispatus	14	2040000	28560000	42763	42308	453	2	455	31781	31376	405	10879	10773	106	205	203	2	10670.802197802197	8269	23148	30
Lc_1	L. crispatus	14	2040000	28560000	42042	41659	381	2	383	31273	30935	338	10683	10591	92	190	189	1	10639.824175824177	12997	22930	29
Lc_1	L. crispatus	14	2040000	28560000	29614	29447	167	0	167	22074	21929	145	7480	7437	43	150	148	2	7058.681318681319	3368	21237	21
