Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Cd_3	C. difficile	5	4300000	21500000	90619	89851	767	1	768	66228	65580	648	25816	25581	235	188	184	4	37787.3	17769.5	76812	9690
Cd_3	C. difficile	5	4300000	21500000	21208	21159	49	0	49	14814	14776	38	6718	6702	16	46	45	1	11995.2	17296	17629	2488
Cd_3	C. difficile	5	4300000	21500000	26653	26555	97	1	98	18568	18489	79	8504	8474	30	71	70	1	11803.7	9664.5	18685	3116
Cd_3	C. difficile	5	4300000	21500000	21203	21165	38	0	38	14491	14461	30	6998	6986	12	56	56	0	9276.5	8032.5	17295	2551
Cd_3	C. difficile	5	4300000	21500000	23789	23710	79	0	79	16521	16458	63	7652	7628	24	54	53	1	12630.4	17296	17619	2785
Cd_3	C. difficile	5	4300000	21500000	17236	17177	59	0	59	12016	11967	49	5522	5505	17	61	61	0	7996.1	8756	10184	2224
Cd_3	C. difficile	5	4300000	21500000	81430	81212	218	0	218	60165	59985	180	22603	22529	74	165	165	0	33139.9	6349	78099	9360
Cd_3	C. difficile	5	4300000	21500000	20823	20785	38	0	38	14509	14482	27	6635	6623	12	47	46	1	11806.8	17432	17484	2441
Cd_3	C. difficile	5	4300000	21500000	24317	24239	78	0	78	16893	16831	62	7801	7775	26	64	62	2	10937.8	8054	17615	2857
Cd_3	C. difficile	5	4300000	21500000	23938	23856	82	0	82	16529	16464	65	7771	7743	28	66	64	2	12610.3	16921	17458	2821
