Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Cd_4	C. difficile	19	4300000	81700000	81595	81037	556	2	558	57279	56814	465	25118	24923	195	243	241	2	9518.345029239767	2768	67236	6693
Cd_4	C. difficile	19	4300000	81700000	75972	75642	329	1	330	54087	53811	276	22677	22557	120	210	209	1	8805.309941520467	2157	67498	6571
Cd_4	C. difficile	19	4300000	81700000	19073	18988	85	0	85	12017	11948	69	7196	7163	33	106	105	1	3082.6666666666665	2941	7947	1859
Cd_4	C. difficile	19	4300000	81700000	16401	16331	70	0	70	9855	9798	57	6661	6632	29	90	89	1	2694.4853801169593	2662	5278	1491
Cd_4	C. difficile	19	4300000	81700000	77894	77485	408	1	409	55341	55005	336	23316	23185	131	232	230	2	9152.941520467837	2250	67784	6656
Cd_4	C. difficile	19	4300000	81700000	75995	75637	356	2	358	54162	53871	291	22629	22499	130	216	214	2	9167.649122807017	2656	66946	6560
Cd_4	C. difficile	19	4300000	81700000	13063	13008	55	0	55	8308	8262	46	4896	4878	18	67	65	2	2205.3801169590643	1946	5637	1290
Cd_4	C. difficile	19	4300000	81700000	31480	31347	133	0	133	20497	20392	105	11196	11146	50	156	156	0	4521.06432748538	2667	21064	3247
Cd_4	C. difficile	19	4300000	81700000	15530	15460	70	0	70	9402	9340	62	6268	6245	23	95	93	2	2647.4327485380118	2843	4538	1447
Cd_4	C. difficile	19	4300000	81700000	75098	74784	314	0	314	53535	53279	256	22362	22253	109	205	203	2	8436.935672514619	1928	67063	6512
