Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Cd_3	C. difficile	13	4300000	55900000	97511	96412	1088	11	1099	70457	69537	920	28532	28170	362	222	215	7	21074.48717948718	12823.5	76812	10040
Cd_3	C. difficile	13	4300000	55900000	93808	92973	830	5	835	68119	67420	699	27151	26888	263	210	206	4	21399.384615384617	17288.5	80001	9763
Cd_3	C. difficile	13	4300000	55900000	38412	38137	273	2	275	26255	26031	224	12698	12607	91	120	118	2	12687.641025641025	17199	19284	4392
Cd_3	C. difficile	13	4300000	55900000	104427	103077	1334	16	1350	74522	73398	1124	31412	30973	439	265	259	6	23121.29487179487	17327.5	79677	10378
Cd_3	C. difficile	13	4300000	55900000	34439	34232	205	2	207	23195	23030	165	11729	11662	67	95	92	3	11827.705128205129	16441	18073	4045
Cd_3	C. difficile	13	4300000	55900000	98704	97642	1052	10	1062	71137	70254	883	29065	28724	341	239	234	5	20510.5641025641	9252	79597	10216
Cd_3	C. difficile	13	4300000	55900000	99653	98549	1098	6	1104	71589	70678	911	29542	29171	371	244	239	5	29478.076923076922	14054	79641	10128
Cd_3	C. difficile	13	4300000	55900000	94216	93383	829	4	833	68345	67649	696	27326	27060	266	215	211	4	20878.82051282051	17426.5	80001	9962
Cd_3	C. difficile	13	4300000	55900000	57550	57025	523	2	525	40651	40226	425	17747	17568	179	163	158	5	15612.679487179486	17192	39408	6322
Cd_3	C. difficile	13	4300000	55900000	34536	34316	219	1	220	23296	23129	167	11744	11660	84	105	101	4	11717.320512820514	13499	17915	4091
