Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Kp_1	K. pneumoniae	5	5400000	27000000	26042	26041	1	0	1	21068	21067	1	4936	4936	0	40	40	0	10324.8	103.5	25945	524
Kp_1	K. pneumoniae	5	5400000	27000000	27112	27112	0	0	0	22045	22045	0	5034	5034	0	36	36	0	10790	20.5	27059	535
Kp_1	K. pneumoniae	5	5400000	27000000	62	62	0	0	0	11	11	0	48	48	0	3	3	0	25.6	22	40	1
Kp_1	K. pneumoniae	5	5400000	27000000	85	85	0	0	0	30	30	0	52	52	0	3	3	0	34	33.5	46	2
Kp_1	K. pneumoniae	5	5400000	27000000	25536	25536	0	0	0	20619	20619	0	4885	4885	0	28	28	0	10200.2	35.5	25495	471
Kp_1	K. pneumoniae	5	5400000	27000000	71	71	0	0	0	17	17	0	54	54	0	1	1	0	28.4	28	45	1
Kp_1	K. pneumoniae	5	5400000	27000000	125	125	0	0	0	35	35	0	80	80	0	10	10	0	50.6	51.5	67	3
Kp_1	K. pneumoniae	5	5400000	27000000	131	131	0	0	0	36	36	0	86	86	0	6	6	0	52	47	82	0
Kp_1	K. pneumoniae	5	5400000	27000000	138	138	0	0	0	46	46	0	88	88	0	5	5	0	54.5	60	112	2
Kp_1	K. pneumoniae	5	5400000	27000000	99	99	0	0	0	31	31	0	62	62	0	6	6	0	39.6	36.5	65	0
