Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Kp_1	K. pneumoniae	340	5400000	1836000000	83966	83148	806	12	818	64574	63852	722	19001	18852	149	328	325	3	3936.523841749089	45	27209	172
Kp_1	K. pneumoniae	340	5400000	1836000000	83787	82972	803	12	815	64519	63798	721	18896	18749	147	313	310	3	2559.6475446815894	42	27209	173
Kp_1	K. pneumoniae	340	5400000	1836000000	88355	87440	902	13	915	67803	66992	811	20147	19984	163	340	337	3	3794.5059691133088	44	27209	81
Kp_1	K. pneumoniae	340	5400000	1836000000	77891	77172	709	10	719	60122	59484	638	17418	17293	125	307	305	2	3388.6947423217075	42	27209	263
Kp_1	K. pneumoniae	340	5400000	1836000000	77578	76879	691	8	699	59879	59256	623	17346	17222	124	304	301	3	3915.518965816415	42	27058	278
Kp_1	K. pneumoniae	340	5400000	1836000000	66796	66316	476	4	480	51557	51130	427	14908	14822	86	288	286	2	2818.22850945688	42	27058	456
Kp_1	K. pneumoniae	340	5400000	1836000000	83330	82513	805	12	817	64211	63481	730	18747	18607	140	321	318	3	3927.091948637862	42	27209	175
Kp_1	K. pneumoniae	340	5400000	1836000000	66271	65793	472	6	478	51021	50603	418	14914	14824	90	287	285	2	3218.2428769737985	42	26275	443
Kp_1	K. pneumoniae	340	5400000	1836000000	78161	77465	687	9	696	60102	59485	617	17684	17566	118	321	319	2	4179.186465382613	44	27206	289
Kp_1	K. pneumoniae	340	5400000	1836000000	78892	78179	703	10	713	60653	60027	626	17855	17721	134	326	324	2	4060.5861356932155	46	27209	270
