Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Sa_1	S. aureus	19	2800000	53200000	22328	22252	76	0	76	14938	14884	54	6878	6856	22	134	131	3	6130.994152046784	490	14425	38
Sa_1	S. aureus	19	2800000	53200000	16286	16277	9	0	9	10619	10612	7	5251	5249	2	106	105	1	5103.245614035088	494	14535	31
Sa_1	S. aureus	19	2800000	53200000	22337	22261	76	0	76	14781	14719	62	6928	6911	17	132	131	1	6171.181286549708	492	14446	40
Sa_1	S. aureus	19	2800000	53200000	16828	16812	16	0	16	10979	10972	7	5420	5411	9	107	107	0	7460.912280701755	13448	14525	33
Sa_1	S. aureus	19	2800000	53200000	26482	26341	141	0	141	17622	17510	112	8155	8119	36	135	133	2	5198.397660818713	138	14291	53
Sa_1	S. aureus	19	2800000	53200000	22934	22856	78	0	78	15281	15224	57	7034	7009	25	123	121	2	4091.0994152046783	487	13660	36
Sa_1	S. aureus	19	2800000	53200000	15719	15715	4	0	4	10365	10363	2	4928	4926	2	102	102	0	4139.608187134503	132	14444	29
Sa_1	S. aureus	19	2800000	53200000	16601	16586	15	0	15	10830	10822	8	5340	5330	10	111	111	0	6672.982456140351	973	14452	30
Sa_1	S. aureus	19	2800000	53200000	14727	14720	7	0	7	9474	9470	4	4858	4855	3	92	92	0	1621.280701754386	159	13066	29
Sa_1	S. aureus	19	2800000	53200000	22494	22413	81	0	81	14858	14796	62	7021	7000	21	134	133	1	5227.625730994152	495	14328	43
