Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Cd_3	C. difficile	3	4300000	12900000	11204	11184	20	0	20	7849	7830	19	3542	3538	4	32	32	0	7390.333333333333	7520	8570	1447
Cd_3	C. difficile	3	4300000	12900000	17637	17637	0	0	0	12341	12341	0	5570	5570	0	34	34	0	11757.666666666666	17617	17629	2091
Cd_3	C. difficile	3	4300000	12900000	13836	13813	23	0	23	9791	9768	23	4286	4284	2	44	44	0	9152.333333333334	8969	10064	1765
Cd_3	C. difficile	3	4300000	12900000	17325	17325	0	0	0	12021	12021	0	5563	5563	0	42	42	0	11516.333333333334	17201	17295	2091
Cd_3	C. difficile	3	4300000	12900000	21165	21116	49	0	49	14801	14763	38	6692	6676	16	42	41	1	14119.333333333334	17307	17619	2485
Cd_3	C. difficile	3	4300000	12900000	8806	8806	0	0	0	6157	6157	0	2803	2803	0	29	29	0	5824	8642	8778	1155
Cd_3	C. difficile	3	4300000	12900000	78081	78080	1	0	1	57847	57846	1	21557	21556	1	154	154	0	52037	78006	78052	9200
Cd_3	C. difficile	3	4300000	12900000	6658	6658	0	0	0	4708	4708	0	2065	2065	0	16	16	0	4436	6645	6651	859
Cd_3	C. difficile	3	4300000	12900000	8048	8048	0	0	0	5734	5734	0	2464	2464	0	28	28	0	5350	7981	8014	1074
Cd_3	C. difficile	3	4300000	12900000	21089	21045	44	0	44	14621	14585	36	6788	6775	13	56	56	0	13962.666666666666	16925	17244	2505
