Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Cd_3	C. difficile	54	4300000	232200000	126502	123883	2578	41	2619	88748	86594	2154	39412	38536	876	364	351	13	14656.148846960168	13712	77244	11044
Cd_3	C. difficile	54	4300000	232200000	136811	133644	3121	46	3167	94648	92055	2593	43817	42739	1078	462	448	14	20090.890985324946	16865	80084	11330
Cd_3	C. difficile	54	4300000	232200000	136899	133723	3130	46	3176	94682	92073	2609	43884	42797	1087	465	450	15	15415.948287910553	13435	79734	11350
Cd_3	C. difficile	54	4300000	232200000	128897	126179	2679	39	2718	88586	86371	2215	41868	40923	945	451	436	15	18896.317260656884	10717	79717	11086
Cd_3	C. difficile	54	4300000	232200000	137307	134159	3102	46	3148	94952	92369	2583	44020	42953	1067	464	451	13	15424.19357092942	16270	80001	11315
Cd_3	C. difficile	54	4300000	232200000	132783	129948	2793	42	2835	92291	89973	2318	42140	41171	969	401	386	15	23528.77707896576	16323	79918	11262
Cd_3	C. difficile	54	4300000	232200000	123192	120745	2420	27	2447	85527	83518	2009	39173	38338	835	412	397	15	18673.461914744934	16744	80084	10995
Cd_3	C. difficile	54	4300000	232200000	114150	112372	1754	24	1778	79904	78447	1457	35719	35110	609	342	334	8	18032.79175401817	13435	80001	10928
Cd_3	C. difficile	54	4300000	232200000	130962	128141	2779	42	2821	91266	88958	2308	41332	40375	957	392	375	17	14512.247379454926	13200	77096	11101
Cd_3	C. difficile	54	4300000	232200000	116927	115055	1846	26	1872	81510	79975	1535	36963	36320	643	353	342	11	16060.109713487072	10161	79854	10931
