Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Efs_1	E. faecalis	39	2900000	113100000	34189	33997	192	0	192	26795	26629	166	6871	6828	43	81	80	1	6191.715249662618	75	20484	19
Efs_1	E. faecalis	39	2900000	113100000	33538	33358	180	0	180	26368	26214	154	6662	6619	43	83	83	0	5627.927125506073	75	20498	18
Efs_1	E. faecalis	39	2900000	113100000	33994	33807	187	0	187	26756	26594	162	6721	6679	42	76	76	0	4439.669365721998	69	20553	19
Efs_1	E. faecalis	39	2900000	113100000	33413	33236	177	0	177	26291	26137	154	6633	6594	39	72	72	0	5826.346828609987	58	20224	17
Efs_1	E. faecalis	39	2900000	113100000	34113	33924	189	0	189	26784	26619	165	6809	6768	41	79	79	0	7019.331983805668	82	20569	18
Efs_1	E. faecalis	39	2900000	113100000	33446	33268	178	0	178	26324	26169	155	6625	6585	40	71	71	0	5620.329284750337	58	20231	17
Efs_1	E. faecalis	39	2900000	113100000	27365	27264	101	0	101	21754	21667	87	5248	5224	24	66	66	0	4639.925775978408	72	20174	15
Efs_1	E. faecalis	39	2900000	113100000	34223	34035	188	0	188	26821	26658	163	6873	6832	41	87	86	1	7006.61673414305	81	20570	19
Efs_1	E. faecalis	39	2900000	113100000	34139	33948	191	0	191	26765	26600	165	6852	6810	42	80	79	1	6789.599190283401	82	20487	19
Efs_1	E. faecalis	39	2900000	113100000	34195	34003	192	0	192	26803	26639	164	6872	6828	44	86	85	1	5316.201079622132	72	20886	19
