Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Efs_1	E. faecalis	12	2900000	34800000	27957	27846	111	0	111	22236	22139	97	5332	5308	24	66	65	1	10789.257575757576	16201.5	20484	16
Efs_1	E. faecalis	12	2900000	34800000	27110	27012	98	0	98	21692	21608	84	5068	5045	23	53	53	0	7309.909090909091	103	20498	15
Efs_1	E. faecalis	12	2900000	34800000	25543	25452	91	0	91	20186	20109	77	4998	4979	19	46	46	0	4923.469696969697	70.5	19838	11
Efs_1	E. faecalis	12	2900000	34800000	16365	16364	1	0	1	13091	13090	1	3030	3030	0	32	32	0	4940.924242424242	55.5	16269	10
Efs_1	E. faecalis	12	2900000	34800000	24983	24897	86	0	86	19738	19664	74	4898	4880	18	47	47	0	6381.621212121212	84.5	19672	10
Efs_1	E. faecalis	12	2900000	34800000	23952	23888	64	0	64	18960	18903	57	4601	4586	15	48	48	0	4716.984848484848	28	17893	12
Efs_1	E. faecalis	12	2900000	34800000	27066	26967	99	0	99	21679	21594	85	5040	5016	24	53	53	0	5279.590909090909	74	20148	15
Efs_1	E. faecalis	12	2900000	34800000	16455	16454	1	0	1	13127	13126	1	3080	3079	1	39	39	0	4964.378787878788	77	16263	10
Efs_1	E. faecalis	12	2900000	34800000	24969	24886	83	0	83	19734	19663	71	4890	4873	17	45	45	0	8311.212121212122	12806.5	19659	11
Efs_1	E. faecalis	12	2900000	34800000	27831	27722	109	0	109	22191	22096	95	5266	5243	23	57	57	0	5458.151515151515	77.5	20471	16
