Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Kp_1	K. pneumoniae	11	5400000	59400000	26112	26111	1	0	1	21084	21083	1	4984	4984	0	47	47	0	4727.981818181818	60	25945	526
Kp_1	K. pneumoniae	11	5400000	59400000	39166	39028	138	0	138	31760	31631	129	7352	7337	15	54	54	0	12424.363636363636	42	27095	575
Kp_1	K. pneumoniae	11	5400000	59400000	24982	24982	0	0	0	20000	20000	0	4939	4939	0	39	39	0	4526.181818181818	23	24896	480
Kp_1	K. pneumoniae	11	5400000	59400000	25668	25665	3	0	3	20592	20589	3	5046	5045	1	38	38	0	4651.8	36	25533	479
Kp_1	K. pneumoniae	11	5400000	59400000	39651	39530	121	0	121	32046	31938	108	7554	7527	27	48	48	0	9036.527272727273	34	26871	577
Kp_1	K. pneumoniae	11	5400000	59400000	167	167	0	0	0	50	50	0	112	112	0	5	5	0	33.836363636363636	33	61	3
Kp_1	K. pneumoniae	11	5400000	59400000	25135	25133	2	0	2	20056	20054	2	5025	5025	0	50	50	0	4552.581818181819	50	24945	480
Kp_1	K. pneumoniae	11	5400000	59400000	215	215	0	0	0	58	58	0	143	143	0	11	11	0	48.30909090909091	46	91	3
Kp_1	K. pneumoniae	11	5400000	59400000	39113	38988	125	0	125	31461	31351	110	7592	7568	24	60	59	1	8884.10909090909	71	25954	570
Kp_1	K. pneumoniae	11	5400000	59400000	241	241	0	0	0	68	68	0	162	162	0	13	13	0	44.92727272727273	40	98	2
