Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Cd_4	C. difficile	12	4300000	51600000	10490	10458	32	0	32	6520	6492	28	4077	4068	9	47	46	1	2189.378787878788	2202	4513	1009
Cd_4	C. difficile	12	4300000	51600000	73509	73254	254	1	255	52760	52544	216	21533	21441	92	192	192	0	12746.848484848484	2200.5	67498	6468
Cd_4	C. difficile	12	4300000	51600000	15169	15106	63	0	63	9566	9514	52	5712	5687	25	78	77	1	3118.939393939394	2796.5	7512	1521
Cd_4	C. difficile	12	4300000	51600000	12257	12215	42	0	42	7473	7437	36	4881	4864	17	65	64	1	2701.7727272727275	2659.5	4633	1160
Cd_4	C. difficile	12	4300000	51600000	75402	75057	344	1	345	54031	53750	281	22138	22029	109	204	204	0	13326.424242424242	2670	67784	6512
Cd_4	C. difficile	12	4300000	51600000	10962	10920	42	0	42	7005	6969	36	4073	4061	12	57	55	2	2645.7727272727275	2842.5	4687	1120
Cd_4	C. difficile	12	4300000	51600000	9842	9803	39	0	39	6236	6202	34	3699	3690	9	53	51	2	2403.318181818182	2521	4702	965
Cd_4	C. difficile	12	4300000	51600000	27359	27285	74	0	74	18001	17938	63	9553	9530	23	137	137	0	5324.257575757576	2257.5	21064	2858
Cd_4	C. difficile	12	4300000	51600000	12237	12191	46	0	46	7570	7531	39	4798	4782	16	69	68	1	2821.0454545454545	2940.5	3834	1126
Cd_4	C. difficile	12	4300000	51600000	73851	73575	276	0	276	52857	52631	226	21789	21692	97	197	195	2	12712.560606060606	2228.5	67063	6466
