Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Lc_1	L. crispatus	4	2040000	8160000	9491	9485	6	0	6	6976	6971	5	2475	2473	2	61	61	0	4674.5	4924.5	6301	5
Lc_1	L. crispatus	4	2040000	8160000	25375	25297	78	0	78	19098	19029	69	6238	6217	21	128	128	0	11995	12069	19793	24
Lc_1	L. crispatus	4	2040000	8160000	24968	24923	45	0	45	18942	18903	39	6005	5992	13	99	99	0	11698.166666666666	11774	22018	15
Lc_1	L. crispatus	4	2040000	8160000	5738	5738	0	0	0	4178	4178	0	1540	1540	0	31	31	0	2766.6666666666665	2971.5	3795	1
Lc_1	L. crispatus	4	2040000	8160000	11618	11612	6	0	6	8638	8633	5	2954	2950	4	65	65	0	5761.833333333333	5977	8323	9
Lc_1	L. crispatus	4	2040000	8160000	25925	25844	80	1	81	19562	19493	69	6329	6311	18	114	114	0	13175	15840.5	16059	21
Lc_1	L. crispatus	4	2040000	8160000	24140	24109	31	0	31	18192	18167	25	5922	5913	9	102	101	1	10335.166666666666	8010.5	21771	17
Lc_1	L. crispatus	4	2040000	8160000	11098	11091	7	0	7	8261	8256	5	2810	2805	5	66	66	0	5120.666666666667	5161	7581	9
Lc_1	L. crispatus	4	2040000	8160000	30196	30031	165	0	165	22737	22591	146	7411	7371	40	137	136	1	15018.5	16262	19673	24
Lc_1	L. crispatus	4	2040000	8160000	24181	24145	36	0	36	18226	18197	29	5927	5915	12	105	105	0	14428	20400	21237	17
