Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Sa_2	S. aureus	67	2800000	187600000	49966	49717	249	0	249	35828	35621	207	14033	13961	72	212	209	3	4347.022614201719	257	40213	30
Sa_2	S. aureus	67	2800000	187600000	49817	49572	245	0	245	35784	35584	200	13934	13859	75	202	198	4	4750.619176843057	259	40284	31
Sa_2	S. aureus	67	2800000	187600000	50048	49791	257	0	257	35931	35714	217	14022	13950	72	199	195	4	5837.714156490276	267	40275	32
Sa_2	S. aureus	67	2800000	187600000	49803	49542	261	0	261	35820	35606	214	13891	13809	82	197	194	3	6039.376752600633	344	40182	32
Sa_2	S. aureus	67	2800000	187600000	49045	48796	249	0	249	35309	35108	201	13648	13573	75	190	186	4	4526.587516960652	231	39596	32
Sa_2	S. aureus	67	2800000	187600000	50265	50003	262	0	262	35937	35719	218	14225	14148	77	208	203	5	5808.865671641791	278	40233	32
Sa_2	S. aureus	67	2800000	187600000	50029	49771	258	0	258	35862	35646	216	14068	13994	74	201	197	4	7907.503844414292	269	40301	29
Sa_2	S. aureus	67	2800000	187600000	14500	14485	15	0	15	9002	8994	8	5437	5429	8	122	120	2	3785.704658525554	250	11130	12
Sa_2	S. aureus	67	2800000	187600000	49664	49408	256	0	256	35755	35547	208	13811	13733	78	206	204	2	5120.648575305292	265	40295	33
Sa_2	S. aureus	67	2800000	187600000	49783	49522	261	0	261	35780	35563	217	13899	13820	79	210	207	3	5836.8082315694255	252	40224	31
