Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Sa_1	S. aureus	2	2800000	5600000	13890	13890	0	0	0	9712	9712	0	3879	3879	0	56	56	0	13890	13890	13890	15
Sa_1	S. aureus	2	2800000	5600000	138	138	0	0	0	41	41	0	91	91	0	6	6	0	138	138	138	0
Sa_1	S. aureus	2	2800000	5600000	103	103	0	0	0	31	31	0	63	63	0	6	6	0	103	103	103	0
Sa_1	S. aureus	2	2800000	5600000	90	90	0	0	0	20	20	0	61	61	0	4	4	0	90	90	90	1
Sa_1	S. aureus	2	2800000	5600000	311	311	0	0	0	126	126	0	175	175	0	3	3	0	311	311	311	1
Sa_1	S. aureus	2	2800000	5600000	12967	12967	0	0	0	8890	8890	0	3776	3776	0	45	45	0	12967	12967	12967	25
Sa_1	S. aureus	2	2800000	5600000	487	487	0	0	0	161	161	0	305	305	0	5	5	0	487	487	487	2
Sa_1	S. aureus	2	2800000	5600000	95	95	0	0	0	25	25	0	57	57	0	2	2	0	95	95	95	0
Sa_1	S. aureus	2	2800000	5600000	13036	13036	0	0	0	8908	8908	0	3822	3822	0	46	46	0	13036	13036	13036	23
Sa_1	S. aureus	2	2800000	5600000	13133	13133	0	0	0	8974	8974	0	3805	3805	0	50	50	0	13133	13133	13133	31
