Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Lc_1	L. crispatus	21	2040000	42840000	43716	43237	475	4	479	32355	31930	425	11250	11144	106	212	209	3	9088.952380952382	4550	23148	32
Lc_1	L. crispatus	21	2040000	42840000	44176	43678	494	4	498	32701	32259	442	11364	11246	118	213	210	3	8433.395238095238	3606.5	23148	31
Lc_1	L. crispatus	21	2040000	42840000	40571	40191	380	0	380	30140	29806	334	10331	10242	89	204	201	3	10242.780952380952	7252.5	22800	30
Lc_1	L. crispatus	21	2040000	42840000	44094	43591	500	3	503	32735	32286	449	11251	11138	113	212	210	2	9771.27619047619	6334	23148	33
Lc_1	L. crispatus	21	2040000	42840000	44402	43904	493	5	498	32874	32433	441	11418	11300	118	213	210	3	10285.504761904762	7536.5	23148	31
Lc_1	L. crispatus	21	2040000	42840000	44251	43754	493	4	497	32750	32313	437	11390	11275	115	216	213	3	10254.57142857143	6296	23148	31
Lc_1	L. crispatus	21	2040000	42840000	45099	44582	514	3	517	33315	32856	459	11661	11540	121	227	225	2	9350.766666666666	6229.5	23148	34
Lc_1	L. crispatus	21	2040000	42840000	44012	43503	505	4	509	32573	32122	451	11318	11200	118	222	219	3	9574.033333333333	6269.5	23148	33
Lc_1	L. crispatus	21	2040000	42840000	44268	43776	487	5	492	32819	32383	436	11343	11225	118	209	207	2	8952.257142857143	3893.5	22930	31
Lc_1	L. crispatus	21	2040000	42840000	39622	39252	367	3	370	29403	29081	322	10126	10033	93	195	192	3	8049.742857142857	3450.5	23148	28
