Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Efm_1	E. faecium	38	2900000	110200000	9089	9019	70	0	70	6690	6632	58	2376	2359	17	49	49	0	3065.7354196301567	3936	5349	4
Efm_1	E. faecium	38	2900000	110200000	12632	12525	107	0	107	9276	9187	89	3321	3288	33	67	67	0	3250.5305832147938	3908	8107	6
Efm_1	E. faecium	38	2900000	110200000	9053	8982	71	0	71	6665	6606	59	2362	2345	17	54	54	0	2815.3698435277383	3700	5328	3
Efm_1	E. faecium	38	2900000	110200000	9455	9381	74	0	74	6860	6799	61	2573	2555	18	50	50	0	3031.633001422475	3900	5340	3
Efm_1	E. faecium	38	2900000	110200000	9269	9199	70	0	70	6786	6726	60	2458	2443	15	51	51	0	2982.927453769559	3706	5353	4
Efm_1	E. faecium	38	2900000	110200000	9056	8985	71	0	71	6680	6620	60	2356	2339	17	47	47	0	2967.157894736842	3473	5337	4
Efm_1	E. faecium	38	2900000	110200000	7973	7924	49	0	49	5720	5679	41	2228	2217	11	51	51	0	2851.0056899004267	3685	4848	3
Efm_1	E. faecium	38	2900000	110200000	9274	9202	72	0	72	6764	6705	59	2481	2463	18	55	55	0	3003.5049786628733	3888	5362	4
Efm_1	E. faecium	38	2900000	110200000	12860	12755	105	0	105	9388	9300	88	3441	3409	32	62	62	0	3165.6187766714083	3806	8102	7
Efm_1	E. faecium	38	2900000	110200000	9343	9270	73	0	73	6821	6760	61	2494	2477	17	56	56	0	2804.837837837838	3440	5362	4
