Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Cd_3	C. difficile	80	4300000	344000000	143036	139573	3409	54	3463	97934	95108	2826	46728	45530	1198	515	496	19	15850.488924050633	16287	80001	11497
Cd_3	C. difficile	80	4300000	344000000	139645	136338	3256	51	3307	96169	93463	2706	45084	43956	1128	491	476	15	18765.10411392405	16321	80084	11364
Cd_3	C. difficile	80	4300000	344000000	139073	135794	3228	51	3279	95770	93089	2681	44932	43805	1127	488	472	16	18592.000316455695	14092	79939	11419
Cd_3	C. difficile	80	4300000	344000000	143681	140169	3456	56	3512	98282	95415	2867	47030	45812	1218	518	498	20	18806.68607594937	16254.5	79939	11442
Cd_3	C. difficile	80	4300000	344000000	141183	137810	3321	52	3373	96958	94205	2753	45857	44698	1159	501	481	20	17148.703164556962	15569.5	80084	11394
Cd_3	C. difficile	80	4300000	344000000	141656	138270	3336	50	3386	97190	94430	2760	46074	44902	1172	510	493	17	20067.68892405063	16443.5	80084	11477
Cd_3	C. difficile	80	4300000	344000000	143143	139675	3414	54	3468	97985	95157	2828	46759	45563	1196	512	493	19	18842.986075949368	16690.5	80084	11457
Cd_3	C. difficile	80	4300000	344000000	120023	117963	2032	28	2060	83194	81516	1678	38339	37617	722	377	364	13	19025.574050632913	14029	80084	11094
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
