Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Sm_1	S. maltophilia	37	4850000	179450000	59732	58991	735	6	741	46369	45687	682	15296	15173	123	150	149	1	7331.581081081081	4433.5	24715	17719
Sm_1	S. maltophilia	37	4850000	179450000	82947	81551	1383	13	1396	62630	61367	1263	22939	22694	245	207	206	1	11134.08858858859	14286	25552	23238
Sm_1	S. maltophilia	37	4850000	179450000	84395	82913	1459	23	1482	64166	62811	1355	22903	22645	258	216	216	0	11756.756756756757	14138.5	27598	23989
Sm_1	S. maltophilia	37	4850000	179450000	79155	77903	1237	15	1252	60240	59094	1146	21422	21213	209	193	193	0	9876.28978978979	14330	28226	22615
Sm_1	S. maltophilia	37	4850000	179450000	81796	80467	1316	13	1329	61854	60646	1208	22535	22302	233	184	184	0	11046.996996996997	13751.5	27626	23033
Sm_1	S. maltophilia	37	4850000	179450000	69412	68448	953	11	964	53084	52204	880	18576	18407	169	167	166	1	11118.054054054053	13596	26902	20059
Sm_1	S. maltophilia	37	4850000	179450000	87330	85789	1522	19	1541	66099	64694	1405	24020	23754	266	208	205	3	13553.533033033033	15837	27598	24623
Sm_1	S. maltophilia	37	4850000	179450000	97925	96033	1860	32	1892	73587	71877	1710	27414	27065	349	239	236	3	13009.207207207208	14891	27598	27065
Sm_1	S. maltophilia	37	4850000	179450000	76238	75001	1223	14	1237	58316	57184	1132	20401	20181	220	187	185	2	10830.309309309308	14220.5	26651	21976
Sm_1	S. maltophilia	37	4850000	179450000	78055	76841	1201	13	1214	59212	58106	1106	21300	21095	205	182	180	2	11810.039039039038	14966.5	24505	22111
