Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Sa_1	S. aureus	11	2800000	30800000	15422	15417	5	0	5	10357	10353	4	4679	4676	3	90	90	0	6313.672727272728	494	14406	28
Sa_1	S. aureus	11	2800000	30800000	15194	15187	7	0	7	10262	10257	5	4570	4568	2	85	84	1	4663.690909090909	126	14517	26
Sa_1	S. aureus	11	2800000	30800000	15059	15057	2	0	2	10154	10152	2	4530	4529	1	85	85	0	2810.490909090909	140	14406	26
Sa_1	S. aureus	11	2800000	30800000	15861	15850	11	0	11	10613	10607	6	4852	4846	6	88	88	0	7325.418181818181	13440	14395	32
Sa_1	S. aureus	11	2800000	30800000	25636	25505	131	0	131	17303	17199	104	7659	7627	32	114	113	1	6559.545454545455	320	13661	48
Sa_1	S. aureus	11	2800000	30800000	22492	22416	76	0	76	15140	15085	55	6753	6729	24	110	109	1	6460.127272727273	689	13660	34
Sa_1	S. aureus	11	2800000	30800000	15290	15287	3	0	3	10227	10225	2	4666	4665	1	91	91	0	4793.963636363636	127	14434	27
Sa_1	S. aureus	11	2800000	30800000	15770	15762	8	0	8	10466	10462	4	4890	4884	6	98	98	0	7924.054545454545	14142	14449	26
Sa_1	S. aureus	11	2800000	30800000	14115	14112	3	0	3	9285	9284	1	4475	4473	2	67	67	0	2612.690909090909	170	13066	26
Sa_1	S. aureus	11	2800000	30800000	21777	21700	77	0	77	14604	14544	60	6585	6567	18	116	115	1	6687.4	694	14328	41
