Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Cd_3	C. difficile	8	4300000	34400000	92846	91979	863	4	867	67655	66929	726	26636	26361	275	197	193	4	27679.64285714286	17381	76812	9804
Cd_3	C. difficile	8	4300000	34400000	24666	24575	89	2	91	17133	17061	72	7918	7890	28	63	62	1	11336.17857142857	17178	17629	2851
Cd_3	C. difficile	8	4300000	34400000	33433	33242	190	1	191	22928	22774	154	10994	10930	64	94	92	2	11818.642857142857	10069	18685	3744
Cd_3	C. difficile	8	4300000	34400000	35060	34857	201	2	203	23688	23524	164	11850	11781	69	110	110	0	13300.25	16957.5	18785	4145
Cd_3	C. difficile	8	4300000	34400000	27321	27200	120	1	121	18715	18617	98	9020	8983	37	65	63	2	12070.285714285714	16949.5	17629	3174
Cd_3	C. difficile	8	4300000	34400000	90861	90197	657	7	664	66129	65567	562	26163	25963	200	220	217	3	25239.714285714286	8756	78690	9946
Cd_3	C. difficile	8	4300000	34400000	92920	92115	802	3	805	67597	66933	664	26781	26524	257	203	199	4	25764.285714285714	8850	78909	9724
Cd_3	C. difficile	8	4300000	34400000	25490	25406	83	1	84	17631	17565	66	8254	8228	26	64	63	1	10351.964285714286	8530.5	17936	3097
Cd_3	C. difficile	8	4300000	34400000	24604	24523	81	0	81	17061	16997	64	7919	7892	27	69	67	2	10133.785714285714	8054	17624	2889
Cd_3	C. difficile	8	4300000	34400000	26488	26379	108	1	109	18128	18043	85	8737	8699	38	79	77	2	11535.92857142857	16849	17477	3284
