Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Efs_1	E. faecalis	16	2900000	46400000	33968	33779	189	0	189	26715	26550	165	6737	6696	41	78	77	1	10853.016666666666	16046.5	20484	19
Efs_1	E. faecalis	16	2900000	46400000	27183	27085	98	0	98	21714	21630	84	5113	5090	23	57	57	0	7050.391666666666	82.5	20498	15
Efs_1	E. faecalis	16	2900000	46400000	25556	25465	91	0	91	20192	20115	77	5005	4986	19	46	46	0	3735.5666666666666	50.5	19838	11
Efs_1	E. faecalis	16	2900000	46400000	33097	32923	174	0	174	26200	26048	152	6424	6386	38	62	62	0	6989.533333333334	64	20223	16
Efs_1	E. faecalis	16	2900000	46400000	33847	33658	189	0	189	26671	26506	165	6665	6624	41	73	73	0	8272.966666666667	12779.5	20458	18
Efs_1	E. faecalis	16	2900000	46400000	23998	23934	64	0	64	18977	18920	57	4628	4613	15	49	49	0	5248.533333333334	50.5	17897	12
Efs_1	E. faecalis	16	2900000	46400000	27170	27071	99	0	99	21705	21620	85	5112	5088	24	60	60	0	5659.925	76.5	20151	15
Efs_1	E. faecalis	16	2900000	46400000	24032	23966	66	0	66	18966	18908	58	4674	4657	17	56	56	0	6646.258333333333	102.5	17854	13
Efs_1	E. faecalis	16	2900000	46400000	25877	25784	93	0	93	20330	20252	78	5177	5157	20	52	52	0	8942.191666666668	12905	19983	12
Efs_1	E. faecalis	16	2900000	46400000	33881	33691	190	0	190	26684	26520	164	6703	6661	42	72	71	1	7272.55	83	20489	19
