Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Cd_4	C. difficile	25	4300000	107500000	82871	82271	598	2	600	57984	57493	491	25685	25462	223	257	255	2	12478.936666666666	2765	67307	6784
Cd_4	C. difficile	25	4300000	107500000	79298	78869	428	1	429	55899	55543	356	24196	24045	151	234	232	2	7256.776666666667	2200	67498	6699
Cd_4	C. difficile	25	4300000	107500000	95220	94011	1201	8	1209	66900	65910	990	29182	28780	402	303	300	3	9789.876666666667	3028.5	71815	7097
Cd_4	C. difficile	25	4300000	107500000	80404	79924	478	2	480	56390	55996	394	24795	24614	181	242	241	1	7579.316666666667	2583	67111	6684
Cd_4	C. difficile	25	4300000	107500000	80671	80182	488	1	489	56849	56448	401	24585	24424	161	245	242	3	7664.55	2657.5	67784	6784
Cd_4	C. difficile	25	4300000	107500000	80670	80162	505	3	508	56795	56387	408	24663	24480	183	254	252	2	7840.53	2939.5	66953	6730
Cd_4	C. difficile	25	4300000	107500000	16825	16743	82	0	82	10460	10393	67	6480	6448	32	99	95	4	2578.5233333333335	2572	5687	1661
Cd_4	C. difficile	25	4300000	107500000	32761	32599	162	0	162	21195	21066	129	11782	11722	60	169	169	0	3937.43	2608	21064	3320
Cd_4	C. difficile	25	4300000	107500000	18513	18420	92	1	93	11307	11229	78	7389	7357	32	108	106	2	2752.49	2854	5674	1703
Cd_4	C. difficile	25	4300000	107500000	81316	80772	542	2	544	57113	56669	444	25028	24828	200	243	240	3	7353.14	2214	67104	6717
