Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Sa_2	S. aureus	20	2800000	56000000	12459	12455	4	0	4	8438	8436	2	4006	4003	3	68	67	1	2210.3473684210526	222	11057	10
Sa_2	S. aureus	20	2800000	56000000	47479	47259	220	0	220	35160	34975	185	12289	12229	60	131	130	1	6949.0684210526315	361	40252	29
Sa_2	S. aureus	20	2800000	56000000	12783	12773	10	0	10	8575	8568	7	4197	4193	4	66	66	0	4975.542105263158	436.5	11040	12
Sa_2	S. aureus	20	2800000	56000000	12432	12425	7	0	7	8414	8408	6	4008	4006	2	65	65	0	3842.1157894736843	303.5	11069	9
Sa_2	S. aureus	20	2800000	56000000	46446	46233	213	0	213	34578	34393	185	11836	11786	50	131	129	2	8091.115789473684	428	39596	29
Sa_2	S. aureus	20	2800000	56000000	46336	46121	215	0	215	34512	34322	190	11795	11743	52	129	126	3	7534.1578947368425	382	39581	29
Sa_2	S. aureus	20	2800000	56000000	46904	46687	217	0	217	34919	34734	185	11958	11903	55	127	125	2	7566.357894736842	310.5	40022	29
Sa_2	S. aureus	20	2800000	56000000	12210	12207	3	0	3	8329	8327	2	3870	3869	1	63	63	0	4447.273684210526	253.5	11063	11
Sa_2	S. aureus	20	2800000	56000000	12251	12249	2	0	2	8380	8379	1	3862	3861	1	62	62	0	4426.526315789473	244.5	11032	12
Sa_2	S. aureus	20	2800000	56000000	46942	46729	213	0	213	34966	34783	183	11956	11904	52	123	122	1	7577.942105263158	246	40182	29
