Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene
Sa_2	S. aureus	7	2800000	19600000	11440	11439	1	0	1	8097	8096	1	3342	3341	1	49	49	0	3300.5238095238096	253	11057	9
Sa_2	S. aureus	7	2800000	19600000	11744	11742	2	0	2	8228	8227	1	3527	3526	1	39	39	0	5370.476190476191	491	11019	10
Sa_2	S. aureus	7	2800000	19600000	11364	11361	3	0	3	8082	8080	2	3289	3288	1	40	40	0	5323.047619047619	271	11010	9
Sa_2	S. aureus	7	2800000	19600000	11448	11445	3	0	3	8111	8108	3	3344	3343	1	41	41	0	3305.7619047619046	360	11030	9
Sa_2	S. aureus	7	2800000	19600000	11628	11623	5	0	5	8111	8107	4	3516	3514	2	49	48	1	5358.238095238095	509	11060	9
Sa_2	S. aureus	7	2800000	19600000	11738	11733	5	0	5	8191	8187	4	3552	3550	2	45	44	1	6409.238095238095	10934	11069	9
Sa_2	S. aureus	7	2800000	19600000	46133	45927	206	0	206	34698	34519	179	11429	11381	48	105	103	2	15666.380952380952	10972	40006	29
Sa_2	S. aureus	7	2800000	19600000	11345	11344	1	0	1	8073	8072	1	3273	3273	0	48	48	0	5324.809523809524	287	11032	10
Sa_2	S. aureus	7	2800000	19600000	452	452	0	0	0	169	169	0	274	274	0	12	12	0	163.23809523809524	173	250	0
Sa_2	S. aureus	7	2800000	19600000	11325	11323	2	0	2	8057	8056	1	3279	3278	1	37	37	0	5311.666666666667	271	11031	9
